Row_Number,Timestamp,Session_ID,Frame_ID,Hand_Side,Current_State,Velocity_Px,Fingers_In_Zone,In_Board_Zone_Bool,Pos_X,Pos_Y
1,0.035,20260206_123457,1,Right,Transport,0.0,0,False,1101,259
2,0.104,20260206_123457,3,Right,Transport,43.6,0,False,1087,343
3,0.173,20260206_123457,5,Right,Transport,30.5,0,False,1058,362
4,0.242,20260206_123457,7,Right,Transport,21.8,0,False,1047,381
5,0.311,20260206_123457,9,Right,Transport,12.3,0,False,1057,393
6,0.380,20260206_123457,11,Right,Transport,8.7,0,False,1056,405
7,0.449,20260206_123457,13,Right,Transport,7.4,0,False,1042,403
8,0.518,20260206_123457,15,Left,Transport,0.0,0,False,171,363
9,0.518,20260206_123457,15,Right,Transport,7.7,0,False,1047,412
10,0.587,20260206_123457,17,Left,Transport,4.3,0,False,179,360
11,0.587,20260206_123457,17,Right,Transport,6.8,0,False,1053,419
12,0.657,20260206_123457,19,Left,Transport,4.5,0,False,182,352
13,0.657,20260206_123457,19,Right,Transport,5.8,0,False,1050,413
14,0.726,20260206_123457,21,Left,Transport,4.4,0,False,189,352
15,0.726,20260206_123457,21,Right,Transport,5.8,0,False,1055,409
16,0.795,20260206_123457,23,Left,Transport,4.6,0,False,196,354
17,0.795,20260206_123457,23,Right,Transport,4.2,0,False,1063,409
18,0.864,20260206_123457,25,Left,Transport,3.7,0,False,200,355
19,0.864,20260206_123457,25,Right,Transport,4.1,0,False,1067,404
20,0.933,20260206_123457,27,Left,Transport,3.8,0,False,197,351
21,0.933,20260206_123457,27,Right,Transport,3.9,0,False,1076,404
22,1.002,20260206_123457,29,Left,Transport,5.6,0,False,182,360
23,1.002,20260206_123457,29,Right,Transport,5.3,0,False,1092,400
24,1.071,20260206_123457,31,Left,Transport,9.7,0,False,161,372
25,1.071,20260206_123457,31,Right,Transport,8.3,0,False,1112,395
26,1.140,20260206_123457,33,Left,Transport,14.0,0,False,132,373
27,1.140,20260206_123457,33,Right,Transport,12.9,0,False,1138,373
28,1.209,20260206_123457,35,Left,Transport,12.9,0,False,112,367
29,1.209,20260206_123457,35,Right,Transport,16.5,0,False,1152,341
30,1.279,20260206_123457,37,Left,Transport,15.2,0,False,90,347
31,1.279,20260206_123457,37,Right,Transport,19.9,0,False,1128,306
32,1.348,20260206_123457,39,Left,Transport,14.5,0,False,111,347
33,1.348,20260206_123457,39,Right,Transport,24.3,0,False,1072,286
34,1.417,20260206_123457,41,Left,Transport,18.7,0,False,157,330
35,1.417,20260206_123457,41,Right,Transport,33.1,0,False,990,299
36,1.486,20260206_123457,43,Left,Transport,26.1,0,False,224,337
37,1.486,20260206_123457,43,Right,Transport,43.0,2,True,907,326
38,1.555,20260206_123457,45,Left,Transport,35.0,0,False,299,348
39,1.555,20260206_123457,45,Right,Transport,44.3,4,True,831,370
40,1.624,20260206_123457,47,Left,Transport,35.9,3,True,360,370
41,1.624,20260206_123457,47,Right,Operation,40.6,4,True,788,415
42,1.693,20260206_123457,49,Left,Transport,34.1,5,True,419,393
43,1.693,20260206_123457,49,Right,Operation,29.7,4,True,760,451
44,1.762,20260206_123457,51,Left,Operation,29.5,5,True,451,428
45,1.762,20260206_123457,51,Right,Operation,18.9,4,True,745,467
46,1.831,20260206_123457,53,Left,Operation,21.3,5,True,469,450
47,1.831,20260206_123457,53,Right,Operation,11.3,4,True,737,479
48,1.900,20260206_123457,55,Left,Operation,12.8,5,True,480,462
49,1.900,20260206_123457,55,Right,Operation,7.0,5,True,727,487
50,1.970,20260206_123457,57,Left,Operation,8.0,5,True,481,475
51,1.970,20260206_123457,57,Right,Operation,5.9,5,True,717,490
52,2.039,20260206_123457,59,Left,Operation,5.8,5,True,482,482
53,2.039,20260206_123457,59,Right,Operation,4.7,5,True,710,493
54,2.108,20260206_123457,61,Left,Operation,3.8,5,True,484,485
55,2.108,20260206_123457,61,Right,Operation,4.1,5,True,704,492
56,2.177,20260206_123457,63,Left,Operation,2.9,5,True,488,483
57,2.177,20260206_123457,63,Right,Operation,4.0,5,True,697,488
58,2.246,20260206_123457,65,Left,Operation,1.7,5,True,491,483
59,2.246,20260206_123457,65,Right,Operation,3.6,5,True,694,488
60,2.315,20260206_123457,67,Left,Operation,1.7,5,True,490,483
61,2.315,20260206_123457,67,Right,Operation,1.9,5,True,695,486
62,2.384,20260206_123457,69,Left,Operation,1.1,5,True,489,484
63,2.384,20260206_123457,69,Right,Operation,1.8,5,True,699,487
64,2.453,20260206_123457,71,Left,Operation,1.4,5,True,486,484
65,2.453,20260206_123457,71,Right,Operation,1.6,5,True,701,486
66,2.522,20260206_123457,73,Left,Operation,1.8,5,True,484,485
67,2.522,20260206_123457,73,Right,Operation,0.9,5,True,701,487
68,2.592,20260206_123457,75,Left,Operation,1.8,5,True,484,484
69,2.592,20260206_123457,75,Right,Operation,1.0,5,True,701,485
70,2.661,20260206_123457,77,Left,Operation,2.3,5,True,484,477
71,2.661,20260206_123457,77,Right,Operation,1.8,5,True,703,483
72,2.730,20260206_123457,79,Left,Operation,2.2,5,True,486,476
73,2.730,20260206_123457,79,Right,Operation,2.4,5,True,702,484
74,2.799,20260206_123457,81,Left,Operation,1.8,5,True,487,474
75,2.799,20260206_123457,81,Right,Operation,2.0,5,True,705,484
76,2.868,20260206_123457,83,Left,Operation,1.4,5,True,488,471
77,2.868,20260206_123457,83,Right,Delay,1.4,5,True,707,484
78,2.937,20260206_123457,85,Left,Operation,1.8,5,True,490,475
79,2.937,20260206_123457,85,Right,Delay,1.0,5,True,709,484
80,3.006,20260206_123457,87,Left,Delay,2.1,5,True,488,477
81,3.006,20260206_123457,87,Right,Delay,1.2,5,True,712,484
82,3.075,20260206_123457,89,Left,Delay,1.1,5,True,488,477
83,3.075,20260206_123457,89,Right,Delay,1.7,5,True,713,480
84,3.144,20260206_123457,91,Left,Delay,1.2,5,True,492,477
85,3.144,20260206_123457,91,Right,Delay,1.7,5,True,711,478
86,3.214,20260206_123457,93,Left,Delay,1.4,5,True,495,478
87,3.214,20260206_123457,93,Right,Delay,1.7,5,True,712,480
88,3.283,20260206_123457,95,Left,Delay,1.4,5,True,495,478
89,3.283,20260206_123457,95,Right,Delay,1.4,5,True,709,479
90,3.352,20260206_123457,97,Left,Delay,1.4,5,True,495,477
91,3.352,20260206_123457,97,Right,Delay,1.4,5,True,707,478
92,3.421,20260206_123457,99,Left,Delay,1.2,5,True,493,476
93,3.421,20260206_123457,99,Right,Delay,1.8,5,True,706,473
94,3.490,20260206_123457,101,Left,Delay,2.1,5,True,487,475
95,3.490,20260206_123457,101,Right,Delay,3.5,5,True,705,462
96,3.559,20260206_123457,103,Left,Delay,5.0,5,True,482,457
97,3.559,20260206_123457,103,Right,Operation,10.6,5,True,686,428
98,3.628,20260206_123457,105,Left,Operation,12.4,5,True,476,419
99,3.628,20260206_123457,105,Right,Operation,23.1,5,True,658,369
100,3.697,20260206_123457,107,Left,Operation,23.6,4,True,435,369
101,3.697,20260206_123457,107,Right,Operation,32.3,5,True,654,298
102,3.766,20260206_123457,109,Left,Operation,34.2,1,True,355,336
103,3.766,20260206_123457,109,Right,Operation,36.8,3,True,697,233
104,3.836,20260206_123457,111,Left,Transport,50.1,0,False,226,328
105,3.836,20260206_123457,111,Right,Operation,43.2,2,True,790,206
106,3.905,20260206_123457,113,Left,Transport,57.0,0,False,121,357
107,3.905,20260206_123457,113,Right,Operation,53.7,1,True,916,242
108,3.974,20260206_123457,115,Left,Transport,44.6,0,False,88,383
109,3.974,20260206_123457,115,Right,Transport,63.1,0,False,1028,298
110,4.043,20260206_123457,117,Left,Transport,21.5,0,False,86,399
111,4.043,20260206_123457,117,Right,Transport,47.7,0,False,1064,318
112,4.112,20260206_123457,119,Left,Transport,9.6,0,False,102,401
113,4.112,20260206_123457,119,Right,Transport,25.3,0,False,1069,337
114,4.181,20260206_123457,121,Left,Transport,10.4,0,False,129,421
115,4.181,20260206_123457,121,Right,Transport,13.4,0,False,1067,367
116,4.250,20260206_123457,123,Left,Transport,14.4,0,False,150,435
117,4.250,20260206_123457,123,Right,Transport,11.4,0,False,1057,380
118,4.319,20260206_123457,125,Left,Transport,12.3,0,False,167,447
119,4.319,20260206_123457,125,Right,Transport,10.7,0,False,1052,395
120,4.388,20260206_123457,127,Left,Transport,8.5,0,False,177,449
121,4.388,20260206_123457,127,Right,Transport,10.1,0,False,1056,417
122,4.457,20260206_123457,129,Left,Transport,5.1,0,False,182,453
123,4.457,20260206_123457,129,Right,Transport,6.8,0,False,1057,425
124,4.527,20260206_123457,131,Left,Transport,4.1,0,False,180,462
125,4.527,20260206_123457,131,Right,Transport,4.1,0,False,1059,429
126,4.596,20260206_123457,133,Left,Transport,4.9,0,False,175,472
127,4.596,20260206_123457,133,Right,Transport,3.2,0,False,1051,424
128,4.665,20260206_123457,135,Left,Transport,4.5,0,False,170,475
129,4.665,20260206_123457,135,Right,Transport,4.2,0,False,1047,429
130,4.734,20260206_123457,137,Left,Transport,3.8,0,False,166,482
131,4.734,20260206_123457,137,Right,Transport,4.3,0,False,1039,432
132,4.803,20260206_123457,139,Left,Transport,2.7,0,False,164,482
133,4.803,20260206_123457,139,Right,Transport,3.9,0,False,1038,438
134,4.872,20260206_123457,141,Left,Transport,1.4,0,False,163,480
135,4.872,20260206_123457,141,Right,Transport,3.4,0,False,1044,441
136,4.941,20260206_123457,143,Left,Transport,1.5,0,False,159,481
137,4.941,20260206_123457,143,Right,Transport,4.6,0,False,1054,439
138,5.010,20260206_123457,145,Left,Transport,3.3,0,False,153,478
139,5.010,20260206_123457,145,Right,Transport,4.8,0,False,1061,436
140,5.079,20260206_123457,147,Left,Transport,4.3,0,False,150,469
141,5.079,20260206_123457,147,Right,Transport,5.3,0,False,1070,427
142,5.149,20260206_123457,149,Left,Transport,10.5,0,False,121,463
143,5.149,20260206_123457,149,Right,Transport,8.4,0,False,1080,408
144,5.218,20260206_123457,151,Left,Transport,14.7,0,False,97,441
145,5.218,20260206_123457,151,Right,Transport,9.6,0,False,1079,390
146,5.287,20260206_123457,153,Left,Transport,19.8,0,False,85,410
147,5.287,20260206_123457,153,Right,Transport,12.9,0,False,1070,364
148,5.356,20260206_123457,155,Left,Transport,21.3,0,False,130,381
149,5.356,20260206_123457,155,Right,Transport,15.3,0,False,1042,346
150,5.425,20260206_123457,157,Left,Transport,26.3,0,False,181,356
151,5.425,20260206_123457,157,Right,Transport,23.3,0,False,980,326
152,5.494,20260206_123457,159,Left,Transport,33.4,0,False,258,336
153,5.494,20260206_123457,159,Right,Transport,32.0,2,True,902,329
154,5.563,20260206_123457,161,Left,Transport,36.3,0,False,328,345
155,5.563,20260206_123457,161,Right,Transport,37.4,4,True,826,317
156,5.632,20260206_123457,163,Left,Transport,31.3,5,True,376,358
157,5.632,20260206_123457,163,Right,Operation,39.7,5,True,748,319
158,5.701,20260206_123457,165,Left,Operation,25.0,5,True,417,370
159,5.701,20260206_123457,165,Right,Operation,31.5,5,True,707,322
160,5.771,20260206_123457,167,Left,Operation,16.8,5,True,431,388
161,5.771,20260206_123457,167,Right,Operation,23.6,5,True,691,354
162,5.840,20260206_123457,169,Left,Operation,10.8,5,True,437,401
163,5.840,20260206_123457,169,Right,Operation,14.3,5,True,701,375
164,5.909,20260206_123457,171,Left,Operation,6.0,5,True,437,406
165,5.909,20260206_123457,171,Right,Operation,11.2,5,True,711,387
166,5.978,20260206_123457,173,Left,Operation,4.2,5,True,432,414
167,5.978,20260206_123457,173,Right,Operation,9.2,5,True,717,401
168,6.047,20260206_123457,175,Left,Operation,4.0,5,True,435,421
169,6.047,20260206_123457,175,Right,Operation,8.0,5,True,723,417
170,6.116,20260206_123457,177,Left,Operation,4.7,5,True,435,432
171,6.116,20260206_123457,177,Right,Operation,8.9,5,True,735,432
172,6.185,20260206_123457,179,Left,Operation,4.7,5,True,436,440
173,6.185,20260206_123457,179,Right,Operation,10.3,5,True,748,452
174,6.254,20260206_123457,181,Left,Operation,3.8,5,True,433,445
175,6.254,20260206_123457,181,Right,Operation,8.3,5,True,749,460
176,6.323,20260206_123457,183,Left,Operation,2.8,5,True,432,449
177,6.323,20260206_123457,183,Right,Operation,6.0,5,True,750,465
178,6.393,20260206_123457,185,Left,Operation,1.8,5,True,432,448
179,6.393,20260206_123457,185,Right,Operation,3.9,5,True,754,466
180,6.462,20260206_123457,187,Left,Operation,1.4,5,True,433,448
181,6.462,20260206_123457,187,Right,Operation,4.4,5,True,750,476
182,6.531,20260206_123457,189,Left,Operation,2.2,5,True,436,448
183,6.531,20260206_123457,189,Right,Operation,4.3,5,True,747,480
184,6.600,20260206_123457,191,Left,Operation,3.1,5,True,442,447
185,6.600,20260206_123457,191,Right,Operation,4.1,5,True,750,483
186,6.669,20260206_123457,193,Left,Operation,3.2,5,True,444,443
187,6.669,20260206_123457,193,Right,Operation,4.0,5,True,757,482
188,6.738,20260206_123457,195,Left,Operation,2.4,5,True,445,445
189,6.738,20260206_123457,195,Right,Operation,3.8,5,True,765,480
190,6.807,20260206_123457,197,Left,Operation,1.6,5,True,445,448
191,6.807,20260206_123457,197,Right,Operation,3.7,5,True,768,476
192,6.876,20260206_123457,199,Left,Delay,1.8,5,True,448,452
193,6.876,20260206_123457,199,Right,Operation,3.0,5,True,767,474
194,6.945,20260206_123457,201,Left,Delay,2.5,5,True,450,456
195,6.945,20260206_123457,201,Right,Operation,2.5,4,True,770,471
196,7.014,20260206_123457,203,Left,Delay,2.9,5,True,452,460
197,7.014,20260206_123457,203,Right,Operation,2.0,4,True,771,475
198,7.084,20260206_123457,205,Left,Delay,2.7,5,True,458,460
199,7.084,20260206_123457,205,Right,Operation,3.4,4,True,777,481
200,7.153,20260206_123457,207,Left,Delay,2.3,5,True,457,463
201,7.153,20260206_123457,207,Right,Operation,3.8,4,True,781,487
202,7.222,20260206_123457,209,Left,Delay,1.9,5,True,456,462
203,7.222,20260206_123457,209,Right,Delay,3.8,4,True,780,493
204,7.291,20260206_123457,211,Left,Delay,1.3,5,True,458,464
205,7.291,20260206_123457,211,Right,Delay,2.4,4,True,777,494
206,7.360,20260206_123457,213,Left,Delay,1.7,5,True,458,463
207,7.360,20260206_123457,213,Right,Delay,2.6,4,True,779,490
208,7.429,20260206_123457,215,Left,Delay,1.3,5,True,458,464
209,7.429,20260206_123457,215,Right,Delay,2.4,4,True,779,486
210,7.498,20260206_123457,217,Left,Delay,1.3,5,True,460,465
211,7.498,20260206_123457,217,Right,Delay,2.4,4,True,775,482
212,7.567,20260206_123457,219,Left,Delay,1.2,5,True,462,465
213,7.567,20260206_123457,219,Right,Delay,3.0,4,True,770,479
214,7.636,20260206_123457,221,Left,Delay,1.0,5,True,464,465
215,7.636,20260206_123457,221,Right,Delay,2.9,4,True,765,476
216,7.706,20260206_123457,223,Left,Delay,1.1,5,True,465,463
217,7.706,20260206_123457,223,Right,Delay,2.0,4,True,765,476
218,7.775,20260206_123457,225,Left,Delay,1.1,5,True,467,465
219,7.775,20260206_123457,225,Right,Delay,0.8,4,True,764,476
220,7.844,20260206_123457,227,Left,Delay,2.0,5,True,463,464
221,7.844,20260206_123457,227,Right,Delay,1.0,4,True,763,474
222,7.913,20260206_123457,229,Left,Delay,3.8,5,True,455,457
223,7.913,20260206_123457,229,Right,Delay,2.3,4,True,769,472
224,7.982,20260206_123457,231,Left,Delay,8.0,5,True,444,434
225,7.982,20260206_123457,231,Right,Delay,8.8,5,True,748,446
226,8.051,20260206_123457,233,Left,Operation,19.2,4,True,410,382
227,8.051,20260206_123457,233,Right,Operation,21.1,5,True,723,382
228,8.120,20260206_123457,235,Left,Transport,34.6,0,False,324,339
229,8.120,20260206_123457,235,Right,Operation,34.5,5,True,723,299
230,8.189,20260206_123457,237,Left,Transport,48.9,0,False,215,319
231,8.189,20260206_123457,237,Right,Operation,45.6,4,True,772,208
232,8.258,20260206_123457,239,Left,Transport,58.4,0,False,89,322
233,8.258,20260206_123457,239,Right,Transport,53.6,0,False,877,159
234,8.328,20260206_123457,241,Left,Transport,48.5,0,False,56,375
235,8.328,20260206_123457,241,Right,Transport,57.8,0,False,999,157
236,8.397,20260206_123457,243,Left,Transport,26.0,0,False,62,396
237,8.397,20260206_123457,243,Right,Transport,54.2,0,False,1078,200
238,8.466,20260206_123457,245,Left,Transport,19.7,0,False,94,405
239,8.466,20260206_123457,245,Right,Transport,43.8,0,False,1106,259
240,8.535,20260206_123457,247,Left,Transport,17.1,0,False,133,409
241,8.535,20260206_123457,247,Right,Transport,31.0,0,False,1109,308
242,8.604,20260206_123457,249,Left,Transport,16.2,0,False,156,416
243,8.604,20260206_123457,249,Right,Transport,21.2,0,False,1102,332
244,8.673,20260206_123457,251,Left,Transport,12.4,0,False,164,431
245,8.673,20260206_123457,251,Right,Transport,14.3,0,False,1097,355
246,8.742,20260206_123457,253,Left,Transport,8.3,0,False,170,443
247,8.742,20260206_123457,253,Right,Transport,9.0,0,False,1094,367
248,8.811,20260206_123457,255,Left,Transport,6.3,0,False,170,451
249,8.811,20260206_123457,255,Right,Transport,8.1,0,False,1083,379
250,8.880,20260206_123457,257,Left,Transport,4.4,0,False,170,458
251,8.880,20260206_123457,257,Right,Transport,9.4,0,False,1077,395
252,8.950,20260206_123457,259,Left,Transport,2.1,0,False,169,459
253,8.950,20260206_123457,259,Right,Transport,6.4,0,False,1081,397
254,9.019,20260206_123457,261,Left,Transport,2.1,0,False,170,458
255,9.019,20260206_123457,261,Right,Transport,3.0,0,False,1082,396
256,9.088,20260206_123457,263,Left,Transport,1.9,0,False,169,455
257,9.088,20260206_123457,263,Right,Transport,3.0,0,False,1081,405
258,9.157,20260206_123457,265,Left,Transport,2.1,0,False,173,453
259,9.157,20260206_123457,265,Right,Transport,5.1,0,False,1066,405
260,9.226,20260206_123457,267,Left,Transport,184.6,0,False,1064,390
261,9.295,20260206_123457,269,Left,Transport,366.2,0,False,153,444
262,9.295,20260206_123457,269,Right,Transport,9.3,0,False,1048,391
263,9.364,20260206_123457,271,Left,Transport,366.6,0,False,139,438
264,9.364,20260206_123457,271,Right,Transport,9.1,0,False,1035,383
265,9.433,20260206_123457,273,Left,Transport,7.7,0,False,127,427
266,9.433,20260206_123457,273,Right,Transport,5.4,0,False,1039,384
267,9.502,20260206_123457,275,Left,Transport,7.9,0,False,115,417
268,9.502,20260206_123457,275,Right,Transport,3.3,0,False,1038,390
269,9.572,20260206_123457,277,Left,Transport,7.2,0,False,115,404
270,9.572,20260206_123457,277,Right,Transport,3.8,0,False,1031,394
271,9.641,20260206_123457,279,Left,Transport,8.0,0,False,125,386
272,9.641,20260206_123457,279,Right,Transport,4.5,0,False,1024,400
273,9.710,20260206_123457,281,Left,Transport,11.2,0,False,140,363
274,9.710,20260206_123457,281,Right,Transport,4.2,0,False,1021,406
275,9.779,20260206_123457,283,Left,Transport,13.5,0,False,159,345
276,9.779,20260206_123457,283,Right,Delay,4.1,0,False,1025,398
277,9.848,20260206_123457,285,Left,Transport,14.5,0,False,190,338
278,9.848,20260206_123457,285,Right,Delay,5.4,0,False,1037,396
279,9.917,20260206_123457,287,Left,Transport,19.7,0,False,244,342
280,9.917,20260206_123457,287,Right,Delay,5.7,0,False,1041,399
281,9.986,20260206_123457,289,Left,Transport,23.0,0,False,281,363
282,9.986,20260206_123457,289,Right,Delay,4.1,0,False,1040,401
283,10.055,20260206_123457,291,Left,Transport,17.7,0,False,311,370
284,10.055,20260206_123457,291,Right,Delay,2.7,0,False,1036,403
285,10.124,20260206_123457,293,Left,Transport,18.0,2,True,341,391
286,10.124,20260206_123457,293,Right,Delay,3.8,0,False,1034,405
287,10.193,20260206_123457,295,Left,Operation,20.5,4,True,383,417
288,10.193,20260206_123457,295,Right,Delay,8.7,0,False,1065,406
289,10.263,20260206_123457,297,Left,Operation,16.5,4,True,401,423
290,10.263,20260206_123457,297,Right,Transport,13.0,0,False,1093,398
291,10.332,20260206_123457,299,Left,Operation,8.3,4,True,409,425
292,10.332,20260206_123457,299,Right,Transport,19.0,0,False,1128,367
293,10.401,20260206_123457,301,Left,Operation,5.3,4,True,410,434
294,10.401,20260206_123457,301,Right,Transport,21.6,0,False,1113,327
295,10.470,20260206_123457,303,Left,Operation,4.6,4,True,407,445
296,10.470,20260206_123457,303,Right,Transport,29.7,0,False,1045,315
297,10.539,20260206_123457,305,Left,Operation,4.3,4,True,410,447
298,10.539,20260206_123457,305,Right,Transport,36.8,0,False,960,339
299,10.608,20260206_123457,307,Left,Operation,3.8,4,True,418,442
300,10.608,20260206_123457,307,Right,Transport,46.4,2,True,869,396
301,10.677,20260206_123457,309,Left,Operation,3.6,5,True,424,440
302,10.677,20260206_123457,309,Right,Operation,37.7,2,True,855,436
303,10.746,20260206_123457,311,Left,Operation,2.1,4,True,423,439
304,10.746,20260206_123457,311,Right,Operation,18.3,2,True,848,453
305,10.815,20260206_123457,313,Left,Operation,1.4,4,True,420,441
306,10.815,20260206_123457,313,Right,Operation,10.1,2,True,845,468
307,10.885,20260206_123457,315,Left,Operation,2.3,4,True,413,445
308,10.885,20260206_123457,315,Right,Operation,7.8,2,True,840,484
309,10.954,20260206_123457,317,Left,Operation,3.0,4,True,410,448
310,10.954,20260206_123457,317,Right,Operation,7.3,3,True,832,494
311,11.023,20260206_123457,319,Left,Operation,2.9,4,True,409,451
312,11.023,20260206_123457,319,Right,Operation,6.8,3,True,824,499
313,11.092,20260206_123457,321,Left,Operation,2.6,4,True,414,455
314,11.092,20260206_123457,321,Right,Operation,6.4,3,True,809,505
315,11.161,20260206_123457,323,Left,Operation,2.4,4,True,415,458
316,11.161,20260206_123457,323,Right,Operation,5.3,3,True,804,506
317,11.230,20260206_123457,325,Left,Operation,2.9,4,True,415,464
318,11.230,20260206_123457,325,Right,Operation,4.2,3,True,801,509
319,11.299,20260206_123457,327,Left,Operation,2.2,4,True,417,463
320,11.299,20260206_123457,327,Right,Operation,2.5,3,True,799,509
321,11.368,20260206_123457,329,Left,Delay,2.2,4,True,418,466
322,11.368,20260206_123457,329,Right,Operation,2.8,3,True,794,506
323,11.437,20260206_123457,331,Left,Delay,1.4,4,True,417,466
324,11.437,20260206_123457,331,Right,Operation,1.4,3,True,794,506
325,11.507,20260206_123457,333,Left,Delay,1.3,4,True,416,464
326,11.507,20260206_123457,333,Right,Operation,1.1,3,True,792,508
327,11.576,20260206_123457,335,Left,Delay,1.3,4,True,415,461
328,11.576,20260206_123457,335,Right,Operation,1.5,3,True,795,505
329,11.645,20260206_123457,337,Left,Delay,3.9,4,True,420,448
330,11.645,20260206_123457,337,Right,Operation,3.0,3,True,803,505
331,11.714,20260206_123457,339,Left,Delay,9.4,4,True,421,419
332,11.714,20260206_123457,339,Right,Operation,8.3,3,True,813,478
333,11.783,20260206_123457,341,Left,Operation,20.1,4,True,413,362
334,11.783,20260206_123457,341,Right,Operation,19.3,3,True,843,425
335,11.852,20260206_123457,343,Left,Transport,34.4,0,False,352,290
336,11.852,20260206_123457,343,Right,Transport,42.5,0,False,953,352
337,11.921,20260206_123457,345,Left,Transport,47.4,0,False,247,265
338,11.921,20260206_123457,345,Right,Transport,52.4,0,False,1045,328
339,11.990,20260206_123457,347,Left,Transport,56.9,0,False,148,288
340,11.990,20260206_123457,347,Right,Transport,50.6,0,False,1110,325
341,12.059,20260206_123457,349,Left,Transport,49.1,0,False,100,355
342,12.059,20260206_123457,349,Right,Transport,27.7,0,False,1137,322
343,12.129,20260206_123457,351,Left,Transport,39.7,0,False,143,395
344,12.129,20260206_123457,351,Right,Transport,12.9,0,False,1128,324
345,12.198,20260206_123457,353,Left,Transport,25.0,0,False,160,419
346,12.198,20260206_123457,353,Right,Transport,5.7,0,False,1118,325
347,12.267,20260206_123457,355,Left,Transport,15.7,0,False,188,415
348,12.267,20260206_123457,355,Right,Transport,6.3,0,False,1100,324
349,12.336,20260206_123457,357,Left,Transport,13.2,0,False,212,403
350,12.336,20260206_123457,357,Right,Transport,8.9,0,False,1083,323
351,12.405,20260206_123457,359,Left,Transport,12.8,0,False,229,394
352,12.405,20260206_123457,359,Right,Transport,11.2,0,False,1058,324
353,12.474,20260206_123457,361,Left,Transport,8.4,0,False,232,386
354,12.474,20260206_123457,361,Right,Transport,7.8,0,False,1055,326
355,12.543,20260206_123457,363,Left,Transport,4.4,0,False,231,382
356,12.543,20260206_123457,363,Right,Transport,3.9,0,False,1056,329
357,12.612,20260206_123457,365,Left,Transport,2.6,0,False,233,381
358,12.612,20260206_123457,365,Right,Transport,2.5,0,False,1050,333
359,12.681,20260206_123457,367,Left,Transport,2.4,0,False,237,380
360,12.681,20260206_123457,367,Right,Transport,3.4,0,False,1048,338
361,12.750,20260206_123457,369,Left,Transport,3.4,0,False,238,388
362,12.750,20260206_123457,369,Right,Transport,3.0,0,False,1046,343
363,12.820,20260206_123457,371,Left,Transport,2.6,0,False,237,386
364,12.820,20260206_123457,371,Right,Transport,3.6,0,False,1047,353
365,12.889,20260206_123457,373,Left,Transport,2.1,0,False,233,382
366,12.889,20260206_123457,373,Right,Transport,4.4,0,False,1054,354
367,12.958,20260206_123457,375,Left,Transport,2.3,0,False,231,381
368,12.958,20260206_123457,375,Right,Transport,5.4,0,False,1058,358
369,13.027,20260206_123457,377,Left,Transport,2.3,0,False,229,380
370,13.027,20260206_123457,377,Right,Transport,5.5,0,False,1063,350
371,13.096,20260206_123457,379,Left,Transport,6.3,0,False,205,389
372,13.096,20260206_123457,379,Right,Transport,6.2,0,False,1072,337
373,13.165,20260206_123457,381,Left,Transport,10.2,0,False,183,387
374,13.165,20260206_123457,381,Right,Transport,8.1,0,False,1062,322
375,13.234,20260206_123457,383,Left,Transport,11.0,0,False,161,382
376,13.234,20260206_123457,383,Right,Transport,8.0,0,False,1063,318
377,13.303,20260206_123457,385,Left,Transport,12.6,0,False,143,362
378,13.303,20260206_123457,385,Right,Transport,9.8,0,False,1063,299
379,13.372,20260206_123457,387,Left,Transport,9.8,0,False,144,343
380,13.372,20260206_123457,387,Right,Transport,17.5,0,False,1018,272
381,13.442,20260206_123457,389,Left,Transport,14.7,0,False,158,312
382,13.442,20260206_123457,389,Right,Transport,27.1,0,False,958,241
383,13.511,20260206_123457,391,Left,Transport,17.5,0,False,190,295
384,13.511,20260206_123457,391,Right,Transport,26.5,0,False,926,234
385,13.580,20260206_123457,393,Left,Transport,13.9,0,False,199,289
386,13.580,20260206_123457,393,Right,Transport,19.3,0,False,886,224
387,13.649,20260206_123457,395,Left,Transport,20.2,0,False,259,281
388,13.649,20260206_123457,395,Right,Transport,16.4,2,True,862,221
389,13.718,20260206_123457,397,Left,Transport,25.6,0,False,318,266
390,13.718,20260206_123457,397,Right,Operation,22.0,3,True,798,240
391,13.787,20260206_123457,399,Left,Transport,24.4,1,True,353,267
392,13.787,20260206_123457,399,Right,Operation,22.6,5,True,772,263
393,13.856,20260206_123457,401,Left,Transport,17.4,5,True,383,284
394,13.856,20260206_123457,401,Right,Operation,20.2,5,True,757,298
395,13.925,20260206_123457,403,Left,Operation,17.9,5,True,409,320
396,13.925,20260206_123457,403,Right,Operation,20.3,5,True,744,343
397,13.994,20260206_123457,405,Left,Operation,18.2,5,True,420,338
398,13.994,20260206_123457,405,Right,Operation,16.4,5,True,740,360
399,14.064,20260206_123457,407,Left,Operation,13.8,5,True,439,350
400,14.064,20260206_123457,407,Right,Operation,7.6,5,True,737,366
401,14.133,20260206_123457,409,Left,Operation,14.0,5,True,466,368
402,14.133,20260206_123457,409,Right,Operation,6.4,5,True,734,384
403,14.202,20260206_123457,411,Left,Operation,13.4,5,True,476,386
404,14.202,20260206_123457,411,Right,Operation,6.3,5,True,735,395
405,14.271,20260206_123457,413,Left,Operation,10.0,5,True,482,402
406,14.271,20260206_123457,413,Right,Operation,5.7,5,True,733,405
